0.000000, 15, 750, 750, 0, 0, 0
0.020000, 15, 750, 750, 0, 0, 0
0.040000, 15, 750, 750, 0, 0, 0
0.060000, 15, 750, 750, 0, 0, 0
0.080000, 15, 750, 750, 0, 0, 0
0.100000, 15, 750, 750, 0, 0, 0
0.120000, 15, 750, 750, 0, 0, 0
0.140000, 15, 750, 750, 0, 0, 0
0.160000, 15, 750, 750, 0, 0, 0
0.180000, 15, 750, 750, 0, 0, 0
0.200000, 15, 750, 750, 0, 0, 0
0.220000, 15, 750, 750, 0, 0, 0
0.240000, 15, 750, 750, 0, 0, 0
0.260000, 15, 750, 750, 0, 0, 0
0.280000, 15, 750, 750, 0, 0, 0
0.300000, 15, 750, 750, 0, 0, 0
0.320000, 15, 750, 750, 0, 0, 0
0.340000, 15, 750, 750, 0, 0, 0
0.360000, 15, 750, 750, 0, 0, 0
0.380000, 15, 750, 750, 0, 0, 0
0.400000, 15, 750, 750, 0, 0, 0
0.420000, 15, 750, 750, 0, 0, 0
0.440000, 15, 750, 750, 0, 0, 0
0.460000, 15, 750, 750, 0, 0, 0
0.480000, 15, 750, 750, 0, 0, 0
0.500000, 15, 750, 750, 0, 0, 0
0.520000, 15, 750, 750, 0, 0, 0
0.540000, 15, 750, 750, 0, 0, 0
0.560000, 15, 750, 750, 0, 0, 0
0.580000, 15, 750, 750, 0, 0, 0
0.600000, 15, 750, 750, 0, 0, 0
0.620000, 15, 750, 750, 0, 0, 0
0.640000, 15, 750, 750, 0, 0, 0
0.660000, 15, 750, 750, 0, 0, 0
0.680000, 15, 750, 750, 0, 0, 0
0.700000, 15, 750, 750, 0, 0, 0
0.720000, 15, 750, 750, 0, 0, 0
0.740000, 15, 750, 750, 0, 0, 0
0.760000, 15, 750, 750, 0, 0, 0
0.780000, 15, 750, 750, 0, 0, 0
0.800000, 15, 750, 750, 0, 0, 0
0.820000, 15, 750, 750, 0, 0, 0
0.840000, 15, 750, 750, 0, 0, 0
0.860000, 15, 750, 750, 0, 0, 0
0.880000, 15, 750, 750, 0, 0, 0
0.900000, 15, 750, 750, 0, 0, 0
0.920000, 15, 750, 750, 0, 0, 0
0.940000, 15, 750, 750, 0, 0, 0
0.960000, 15, 750, 750, 0, 0, 0
0.980000, 15, 750, 750, 0, 0, 0
1.000000, 15, 750, 750, 0, 0, 0
1.020000, 15, 750, 750, 0, 0, 0
1.040000, 15, 750, 750, 0, 0, 0
1.060000, 15, 750, 750, 0, 0, 0
1.080000, 15, 750, 750, 0, 0, 0
1.100000, 15, 750, 750, 0, 0, 0
1.120000, 15, 750, 750, 0, 0, 0
1.140000, 15, 750, 750, 0, 0, 0
1.160000, 15, 750, 750, 0, 0, 0
1.180000, 15, 750, 750, 0, 0, 0
1.200000, 15, 750, 750, 0, 0, 0
1.220000, 15, 750, 750, 0, 0, 0
1.240000, 15, 750, 750, 0, 0, 0
1.260000, 15, 750, 750, 0, 0, 0
1.280000, 15, 750, 750, 0, 0, 0
1.300000, 15, 750, 750, 0, 0, 0
1.320000, 15, 750, 750, 0, 0, 0
1.340000, 15, 750, 750, 0, 0, 0
1.360000, 15, 750, 750, 0, 0, 0
1.380000, 15, 750, 750, 0, 0, 0
1.400000, 15, 750, 750, 0, 0, 0
1.420000, 15, 750, 750, 0, 0, 0
1.440000, 15, 750, 750, 0, 0, 0
1.460000, 15, 750, 750, 0, 0, 0
1.480000, 15, 750, 750, 0, 0, 0
1.500000, 15, 750, 750, 0, 0, 0
1.520000, 15, 750, 750, 0, 0, 0
1.540000, 15, 750, 750, 0, 0, 0
1.560000, 15, 750, 750, 0, 0, 0
1.580000, 15, 750, 750, 0, 0, 0
1.600000, 15, 750, 750, 0, 0, 0
1.620000, 15, 750, 750, 0, 0, 0
1.640000, 15, 750, 750, 0, 0, 0
1.660000, 15, 750, 750, 0, 0, 0
1.680000, 15, 750, 750, 0, 0, 0
1.700000, 15, 750, 750, 0, 0, 0
1.720000, 15, 750, 750, 0, 0, 0
1.740000, 15, 750, 750, 0, 0, 0
1.760000, 15, 750, 750, 0, 0, 0
1.780000, 15, 750, 750, 0, 0, 0
1.800000, 15, 750, 750, 0, 0, 0
1.820000, 15, 750, 750, 0, 0, 0
1.840000, 15, 750, 750, 0, 0, 0
1.860000, 15, 750, 750, 0, 0, 0
1.880000, 15, 750, 750, 0, 0, 0
1.900000, 15, 750, 750, 0, 0, 0
1.920000, 15, 750, 750, 0, 0, 0
1.940000, 15, 750, 750, 0, 0, 0
